language_code,language,lemma,pos,rows_for_this_lemma_pos_in_extract,raw_frequency,frequency_per_million,sentence_count,sentence_dispersion,source_count,source_dispersion,arf_reduced_frequency,arf_per_million,frequency_band,sample_size_requested,sample_size_available,sample_size_taken,has_full_requested_sample,min_arf_per_million,sampling_method,random_seed,sentence_id,sentence_uid,sentence,selected_for_check
en,English,ability,NOUN,50,2593,111.513,2570,0.00257,2558,0.002976,1490.662,64.106,high,50,2570,50,True,50,streamed_reservoir_sampling,20260603,232456,en_b4a8175f64be,"For instance, the term “thermal conductivity” refers to a material’s ability to conduct heat, which plays a crucial role in the accuracy of thermal measurements.",True
en,English,ability,NOUN,50,2593,111.513,2570,0.00257,2558,0.002976,1490.662,64.106,high,50,2570,50,True,50,streamed_reservoir_sampling,20260603,244584,en_c1b49381ff6a,"Funded by the Our Region, Our Voice Regional Youth Investment Program, the initiative allowed young people of all abilities to discover the Shoalhaven's Indigenous culture while learning about the land and fauna.",True
en,English,ability,NOUN,50,2593,111.513,2570,0.00257,2558,0.002976,1490.662,64.106,high,50,2570,50,True,50,streamed_reservoir_sampling,20260603,275663,en_a31fec80c0ef,He knows the ability of players in the league.,True
en,English,ability,NOUN,50,2593,111.513,2570,0.00257,2558,0.002976,1490.662,64.106,high,50,2570,50,True,50,streamed_reservoir_sampling,20260603,277011,en_5e79d7817a27,"He managed to rack up a total of 233 appearances during his two separate spells at the Theatre of Dreams, often catching the eye with his ball-striking ability from distance.",True
en,English,ability,NOUN,50,2593,111.513,2570,0.00257,2558,0.002976,1490.662,64.106,high,50,2570,50,True,50,streamed_reservoir_sampling,20260603,299046,en_202acf7a3674,His defensive efforts were matched by his attacking ability.,True
en,English,ability,NOUN,50,2593,111.513,2570,0.00257,2558,0.002976,1490.662,64.106,high,50,2570,50,True,50,streamed_reservoir_sampling,20260603,301130,en_2ed814cb3aa2,His reading of the game and ability to spot an opening is impressive.,True
en,English,ability,NOUN,50,2593,111.513,2570,0.00257,2558,0.002976,1490.662,64.106,high,50,2570,50,True,50,streamed_reservoir_sampling,20260603,338193,en_1b32748a74b4,"""If you treat failure as feedback, it creates the ability to bounce back stronger.",True
en,English,ability,NOUN,50,2593,111.513,2570,0.00257,2558,0.002976,1490.662,64.106,high,50,2570,50,True,50,streamed_reservoir_sampling,20260603,357728,en_27c599258af2,"In another world, that may have presented a problem for the city’s ability to draw revenue from Measure NN, a tax voters approved last November that requires Oakland to consistently maintain at least 700 sworn officers.",True
en,English,ability,NOUN,50,2593,111.513,2570,0.00257,2558,0.002976,1490.662,64.106,high,50,2570,50,True,50,streamed_reservoir_sampling,20260603,387222,en_21284b841e96,"“I really want to get the most out of my ability and my time here, and I never want to take it for granted at all.",True
en,English,ability,NOUN,50,2593,111.513,2570,0.00257,2558,0.002976,1490.662,64.106,high,50,2570,50,True,50,streamed_reservoir_sampling,20260603,416169,en_7046c7825460,"It's an important part sure, but as an employer I'm looking far beyond ""ability to do the task.""",True
en,English,ability,NOUN,50,2593,111.513,2570,0.00257,2558,0.002976,1490.662,64.106,high,50,2570,50,True,50,streamed_reservoir_sampling,20260603,421873,en_25cf5ca33daf,“It’s imperative this framework does not further restrict farmers’ ability to produce the nation’s food.”,True
en,English,ability,NOUN,50,2593,111.513,2570,0.00257,2558,0.002976,1490.662,64.106,high,50,2570,50,True,50,streamed_reservoir_sampling,20260603,428132,en_b8a0e6a6dd41,It’s the hallmark of Waits’ incredible songwriting ability.,True
en,English,ability,NOUN,50,2593,111.513,2570,0.00257,2558,0.002976,1490.662,64.106,high,50,2570,50,True,50,streamed_reservoir_sampling,20260603,429114,en_ea942f981a94,"Its two seasons follow Lyonne’s Charlie Cale, a woman on the run from a casino boss who travels around America in her 1969 Plymouth Barracuda using her innate ability to tell when people are lying to solve homicide cases.",True
en,English,ability,NOUN,50,2593,111.513,2570,0.00257,2558,0.002976,1490.662,64.106,high,50,2570,50,True,50,streamed_reservoir_sampling,20260603,515139,en_ede5e86fe3ef,“My wife and I are not doing this and I have given my wife the ability to make the choice of what to name our kids.,True
en,English,ability,NOUN,50,2593,111.513,2570,0.00257,2558,0.002976,1490.662,64.106,high,50,2570,50,True,50,streamed_reservoir_sampling,20260603,547892,en_41afee39306f,"One standout feature is the ability to roll back firmware versions, which can be a lifesaver if a new update introduces unforeseen bugs.",True
en,English,ability,NOUN,50,2593,111.513,2570,0.00257,2558,0.002976,1490.662,64.106,high,50,2570,50,True,50,streamed_reservoir_sampling,20260603,565218,en_fd573e232209,"Paddy â€˜The Baddyâ€™ Pimblett has been compared to UFC superstar by some considering his growing fanbase and ability to sell out arenas, but it remains to be seen if he can get anywhere near the star level of the Irish fighter.",True
en,English,ability,NOUN,50,2593,111.513,2570,0.00257,2558,0.002976,1490.662,64.106,high,50,2570,50,True,50,streamed_reservoir_sampling,20260603,565290,en_08166296e487,"Pagano was then tagged in to a double dropkick, and an attempted double facebuster only hit Berto, which gave Angel the ability to kick the brawler.",True
en,English,ability,NOUN,50,2593,111.513,2570,0.00257,2558,0.002976,1490.662,64.106,high,50,2570,50,True,50,streamed_reservoir_sampling,20260603,598925,en_19f501ec4e1a,"Research across manufacturing and consumer sectors shows quality underpins loyalty, reputation, and even the ability to charge premium prices.",True
en,English,ability,NOUN,50,2593,111.513,2570,0.00257,2558,0.002976,1490.662,64.106,high,50,2570,50,True,50,streamed_reservoir_sampling,20260603,607988,en_93483daf3ee9,"SAG-AFTRA sought language that protected its members’ ability to prevent replicas based on their performance, voice and likeness from being used to undermine a work stoppage.",True
en,English,ability,NOUN,50,2593,111.513,2570,0.00257,2558,0.002976,1490.662,64.106,high,50,2570,50,True,50,streamed_reservoir_sampling,20260603,622382,en_8c410085c4cf,"She could also function largely as a ""summoner class,"" insofar as that would be possible in Clea in Flying Manor, she has the ability to summon various types of Chromatic Nevron enemies to aid her in battle and attack the party.",True
en,English,ability,NOUN,50,2593,111.513,2570,0.00257,2558,0.002976,1490.662,64.106,high,50,2570,50,True,50,streamed_reservoir_sampling,20260603,664422,en_a4c0fdbb13ec,Students in the class praise the lecture-demonstration’s ability to juxtapose the struggles of queer history — through scenes that explore dark themes like suicides and forced coming-outs –– with the joys that come from being part of the queer community.,True
en,English,ability,NOUN,50,2593,111.513,2570,0.00257,2558,0.002976,1490.662,64.106,high,50,2570,50,True,50,streamed_reservoir_sampling,20260603,689420,en_f300d8b34fc5,The ability to accelerate masses to high velocities offers unprecedented opportunities to study light-matter interactions and relativistic physics at macroscopic scales.,True
en,English,ability,NOUN,50,2593,111.513,2570,0.00257,2558,0.002976,1490.662,64.106,high,50,2570,50,True,50,streamed_reservoir_sampling,20260603,713367,en_301ac6812af1,"The company’s “ability to reach a broad demographic of readers remains important”, added Bloomsbury.",True
en,English,ability,NOUN,50,2593,111.513,2570,0.00257,2558,0.002976,1490.662,64.106,high,50,2570,50,True,50,streamed_reservoir_sampling,20260603,723731,en_097012c0b801,The district’s failure to effectively repurpose these properties has created distrust in its ability to repurpose any schools that would close under the current scenarios.,True
en,English,ability,NOUN,50,2593,111.513,2570,0.00257,2558,0.002976,1490.662,64.106,high,50,2570,50,True,50,streamed_reservoir_sampling,20260603,789325,en_cb3c052df685,"The Pro plan includes 240 channels, including local NBA, NHL, and MLB games, plus ESPN Unlimited, unlimited cloud DVR space, and the ability to watch on unlimited screens (10 at once).",True
en,English,ability,NOUN,50,2593,111.513,2570,0.00257,2558,0.002976,1490.662,64.106,high,50,2570,50,True,50,streamed_reservoir_sampling,20260603,792992,en_ebe1defa133d,There are currently 23 playable characters who can wield over 100 weapons (that change character stats and starting skills) and more than 350 in-game abilities to unlock.,True
en,English,ability,NOUN,50,2593,111.513,2570,0.00257,2558,0.002976,1490.662,64.106,high,50,2570,50,True,50,streamed_reservoir_sampling,20260603,830037,en_288da220c7d3,"The team implemented their system on a side-by-side ATV and tested its abilities in several complex terrains, including grass fields, rocky paths and varying inclines.",True
en,English,ability,NOUN,50,2593,111.513,2570,0.00257,2558,0.002976,1490.662,64.106,high,50,2570,50,True,50,streamed_reservoir_sampling,20260603,837407,en_98a1c064c602,"The United States is not hobbled by foreign competition, but rather by a thicket of domestic regulations that strangle our ability to create world-leading industries.",True
en,English,ability,NOUN,50,2593,111.513,2570,0.00257,2558,0.002976,1490.662,64.106,high,50,2570,50,True,50,streamed_reservoir_sampling,20260603,857984,en_1d9044342849,"They were all looking up at the 70th-ranked Hojgaard, who didn’t make the Ryder Cup team this time — that honor fell to his twin brother, Rasmus — but is showing a reminder of his ability at the Earth Course this week.",True
en,English,ability,NOUN,50,2593,111.513,2570,0.00257,2558,0.002976,1490.662,64.106,high,50,2570,50,True,50,streamed_reservoir_sampling,20260603,873323,en_e7d67a5cd710,"“This is worse where there is background noise, such as in shops or restaurants, hampering his ability to take part in social activities.",True
en,English,ability,NOUN,50,2593,111.513,2570,0.00257,2558,0.002976,1490.662,64.106,high,50,2570,50,True,50,streamed_reservoir_sampling,20260603,873902,en_d00f1e9691bd,This limits its ability to flag risks early and reduces the scope for course correction while a project is underway.,True
en,English,ability,NOUN,50,2593,111.513,2570,0.00257,2558,0.002976,1490.662,64.106,high,50,2570,50,True,50,streamed_reservoir_sampling,20260603,891679,en_ffd1df99ad8c,"“To be clear, this issue does not relate to the Telstra network, and it does not impact your ability to call triple zero when you’re using the Telstra network or the Optus network.",True
en,English,ability,NOUN,50,2593,111.513,2570,0.00257,2558,0.002976,1490.662,64.106,high,50,2570,50,True,50,streamed_reservoir_sampling,20260603,903690,en_c1d71f4b5cbd,Trustworthiness and the ability to look on the bright side may be your secret weapon.,True
en,English,ability,NOUN,50,2593,111.513,2570,0.00257,2558,0.002976,1490.662,64.106,high,50,2570,50,True,50,streamed_reservoir_sampling,20260603,936718,en_033f2a767983,"“We lost our ability to sleep peacefully, to focus at work, to care fully for our own families.",True
en,English,ability,NOUN,50,2593,111.513,2570,0.00257,2558,0.002976,1490.662,64.106,high,50,2570,50,True,50,streamed_reservoir_sampling,20260603,945146,en_a48aef63de5a,"We’ve seen in so many instances throughout history music’s ability to bring people together, especially around a cause.",True
en,English,ability,NOUN,50,2593,111.513,2570,0.00257,2558,0.002976,1490.662,64.106,high,50,2570,50,True,50,streamed_reservoir_sampling,20260603,979720,en_935db89a4942,"With only one person now staffing the line, it's feared the ability to respond to calls and offer representation will be hampered.",True
en,English,ability,NOUN,50,2593,111.513,2570,0.00257,2558,0.002976,1490.662,64.106,high,50,2570,50,True,50,streamed_reservoir_sampling,20260603,987603,en_e05a957f40f1,"“Yes, universities have real problems, but I don’t think that those problems are what has led to the assault on…the ability of schools to educate students the way they see fit.”",True
en,English,ability,NOUN,50,2593,111.513,2570,0.00257,2558,0.002976,1490.662,64.106,high,50,2570,50,True,50,streamed_reservoir_sampling,20260603,993243,en_7d7ca921685e,You have the magical ability to transmit your thoughts mentally to willing creatures within 120 feet of yourself.,True
en,English,ability,NOUN,50,2593,111.513,2570,0.00257,2558,0.002976,1490.662,64.106,high,50,2570,50,True,50,streamed_reservoir_sampling,20260603,995761,en_3c30c21ed5dd,Your body improves its ability to get energy from carbohydrates and increases its tolerance to lactate.,True
en,English,ability,NOUN,50,2593,111.513,2570,0.00257,2558,0.002976,1490.662,64.106,high,50,2570,50,True,50,streamed_reservoir_sampling,20260603,996431,en_e9b056f243a9,"You replenish your ability to use these powers with syringes, just like hypos in BioShock.",True
en,English,audience,NOUN,50,2677,115.125,2636,0.002636,2624,0.003052,1543.166,66.364,high,50,2636,50,True,50,streamed_reservoir_sampling,20260603,37324,en_4a726032abe7,Although there was an awkward moment where a member of the audience with two young sons said she blamed Llyr Powell for her family feeling unwelcome in Caerphilly.,True
en,English,audience,NOUN,50,2677,115.125,2636,0.002636,2624,0.003052,1543.166,66.364,high,50,2636,50,True,50,streamed_reservoir_sampling,20260603,39443,en_41a4cd79fda9,"Ambiguity on every level is what today's audience desires, making 's moral straightforwardness feel out of date.",True
en,English,audience,NOUN,50,2677,115.125,2636,0.002636,2624,0.003052,1543.166,66.364,high,50,2636,50,True,50,streamed_reservoir_sampling,20260603,78684,en_1524614d8428,"’ a show that exploded onto Netflix last April and is now experiencing a second wave of stunned, speechless audiences who are only just discovering its unsettling brilliance.",True
en,English,audience,NOUN,50,2677,115.125,2636,0.002636,2624,0.003052,1543.166,66.364,high,50,2636,50,True,50,streamed_reservoir_sampling,20260603,87391,en_2de58502b2ab,"As the state’s industry-funded tourism marketing bureau, ATIA is spending most of its budget targeting the domestic audience, especially high-potential travelers, in multiple ways.",True
en,English,audience,NOUN,50,2677,115.125,2636,0.002636,2624,0.003052,1543.166,66.364,high,50,2636,50,True,50,streamed_reservoir_sampling,20260603,87834,en_899d7e22dff9,"""As this chapter closes, we appreciate and thank Amazon MGM Studios for all that they have done for Neighbours - bringing this iconic and much-loved series to new audiences globally.”",True
en,English,audience,NOUN,50,2677,115.125,2636,0.002636,2624,0.003052,1543.166,66.364,high,50,2636,50,True,50,streamed_reservoir_sampling,20260603,97943,en_25cfde443d1f,"Audiences returned, but in fits and starts.",True
en,English,audience,NOUN,50,2677,115.125,2636,0.002636,2624,0.003052,1543.166,66.364,high,50,2636,50,True,50,streamed_reservoir_sampling,20260603,132010,en_b1aec30b03c0,But it was the audience away from the Allianz Stadium that is perhaps even more impressive.,True
en,English,audience,NOUN,50,2677,115.125,2636,0.002636,2624,0.003052,1543.166,66.364,high,50,2636,50,True,50,streamed_reservoir_sampling,20260603,174284,en_6698c3b3fda7,"Dance school principal Kathryn Hurley said: ""It has been an amazing opportunity for the students to perform in front of such a large audience and on a professional stage, whilst touring the Med.",True
en,English,audience,NOUN,50,2677,115.125,2636,0.002636,2624,0.003052,1543.166,66.364,high,50,2636,50,True,50,streamed_reservoir_sampling,20260603,180314,en_0ff205147700,"Despite a modest box office showing of $1.4 million (£1.03 million), Spoiler Alert has enchanted critics and viewers in equal measure - boasting a stellar 87 percent on Rotten Tomatoes and a whopping 97 percent audience score.",True
en,English,audience,NOUN,50,2677,115.125,2636,0.002636,2624,0.003052,1543.166,66.364,high,50,2636,50,True,50,streamed_reservoir_sampling,20260603,187816,en_a2cc6168af3c,Doing so restores your previous privacy settings and makes your profile visible to a wider audience.,True
en,English,audience,NOUN,50,2677,115.125,2636,0.002636,2624,0.003052,1543.166,66.364,high,50,2636,50,True,50,streamed_reservoir_sampling,20260603,195591,en_a88caa80cacc,"During the performance, the lead vocalist apologised to the audience for the lengthy delay in their reunion.",True
en,English,audience,NOUN,50,2677,115.125,2636,0.002636,2624,0.003052,1543.166,66.364,high,50,2636,50,True,50,streamed_reservoir_sampling,20260603,236438,en_447e8371aef1,"For the Caribbean diaspora, these festivals are more than parties—they’re cultural anchor points, keeping heritage alive in second- and third-generation communities while welcoming global audiences into the fold.",True
en,English,audience,NOUN,50,2677,115.125,2636,0.002636,2624,0.003052,1543.166,66.364,high,50,2636,50,True,50,streamed_reservoir_sampling,20260603,243147,en_809d6b5a5304,"From sun up ’til the stars come out, there will be music playing, catering to a range of audiences and tastes.",True
en,English,audience,NOUN,50,2677,115.125,2636,0.002636,2624,0.003052,1543.166,66.364,high,50,2636,50,True,50,streamed_reservoir_sampling,20260603,244125,en_03efb3520a6c,"Front man James Smith wore a Free Palestine badge and before their final song said to the audience: “Free Palestine, end the genocide.”",True
en,English,audience,NOUN,50,2677,115.125,2636,0.002636,2624,0.003052,1543.166,66.364,high,50,2636,50,True,50,streamed_reservoir_sampling,20260603,248679,en_233c9cb92aaa,Georgie & Mandy’s First Marriage was the top program of the night with 6.54M viewers tuning in — a 3% lift from the series’ season-to-date average and up 4% from the audience the week prior.,True
en,English,audience,NOUN,50,2677,115.125,2636,0.002636,2624,0.003052,1543.166,66.364,high,50,2636,50,True,50,streamed_reservoir_sampling,20260603,255279,en_b9c8e8c152c6,"Great for all ages, this is a show that will delight audiences whether they’re seeing it for the first or 50th time.",True
en,English,audience,NOUN,50,2677,115.125,2636,0.002636,2624,0.003052,1543.166,66.364,high,50,2636,50,True,50,streamed_reservoir_sampling,20260603,283058,en_54123b0caf84,"Her portrayal of Tulsi, a resilient and virtuous daughter-in-law, struck a deep chord with audiences across the nation.",True
en,English,audience,NOUN,50,2677,115.125,2636,0.002636,2624,0.003052,1543.166,66.364,high,50,2636,50,True,50,streamed_reservoir_sampling,20260603,290936,en_55605905ad36,"“He taught a nation how to listen, and in teaching us how to listen, he cultivated in his audience good taste, quietly, patiently and enduring,” the President said.",True
en,English,audience,NOUN,50,2677,115.125,2636,0.002636,2624,0.003052,1543.166,66.364,high,50,2636,50,True,50,streamed_reservoir_sampling,20260603,299256,en_55dee0787184,"His exaggerated expressions and over-the-top delivery, which might appeal to younger viewers, can feel grating to older audiences.",True
en,English,audience,NOUN,50,2677,115.125,2636,0.002636,2624,0.003052,1543.166,66.364,high,50,2636,50,True,50,streamed_reservoir_sampling,20260603,307916,en_ed89e0ca9360,"However, forces audiences to drop their opinions of her and just focus on her journey to the top.",True
en,English,audience,NOUN,50,2677,115.125,2636,0.002636,2624,0.003052,1543.166,66.364,high,50,2636,50,True,50,streamed_reservoir_sampling,20260603,327686,en_f37565c520f1,"If audiences watch the theatrical ending of the film, they'll see Seymour defeat Audrey II and live happily ever after.",True
en,English,audience,NOUN,50,2677,115.125,2636,0.002636,2624,0.003052,1543.166,66.364,high,50,2636,50,True,50,streamed_reservoir_sampling,20260603,339594,en_4483219a54f1,I guess that was to make it feel like audiences were being strangled by a large anaconda and to make this movie feel like a real horror film.,True
en,English,audience,NOUN,50,2677,115.125,2636,0.002636,2624,0.003052,1543.166,66.364,high,50,2636,50,True,50,streamed_reservoir_sampling,20260603,361659,en_2bf5981a5436,"In dark romance K-dramas, the grand gestures of love associated with the genre are replaced by emotional storylines guaranteed to move audiences.",True
en,English,audience,NOUN,50,2677,115.125,2636,0.002636,2624,0.003052,1543.166,66.364,high,50,2636,50,True,50,streamed_reservoir_sampling,20260603,384244,en_8dcfc43c71dc,"Introduced under an initiative called Aperture 2025, the organization says the goal is to “encourage equitable representation on and off screen in order to better reflect the diversity of the movie-going audience.”",True
en,English,audience,NOUN,50,2677,115.125,2636,0.002636,2624,0.003052,1543.166,66.364,high,50,2636,50,True,50,streamed_reservoir_sampling,20260603,425345,en_28232ea21e55,Its one goal is to entertain the audience with a fun mystery and a hilarious band of misfits.,True
en,English,audience,NOUN,50,2677,115.125,2636,0.002636,2624,0.003052,1543.166,66.364,high,50,2636,50,True,50,streamed_reservoir_sampling,20260603,473301,en_5cb4bc739e40,"Lily inspires her audience to try new flavors and explore different cuisines, one bite at a time.",True
en,English,audience,NOUN,50,2677,115.125,2636,0.002636,2624,0.003052,1543.166,66.364,high,50,2636,50,True,50,streamed_reservoir_sampling,20260603,528835,en_b59feea05d12,"No, they just know their audience is made up of Slashdot ACs and use accordingly complex words.",True
en,English,audience,NOUN,50,2677,115.125,2636,0.002636,2624,0.003052,1543.166,66.364,high,50,2636,50,True,50,streamed_reservoir_sampling,20260603,536973,en_7ab752bfb318,"Of course, those familiar with the franchise will know that 's take on Jason will be a far cry from what audiences usually see the character as.",True
en,English,audience,NOUN,50,2677,115.125,2636,0.002636,2624,0.003052,1543.166,66.364,high,50,2636,50,True,50,streamed_reservoir_sampling,20260603,587288,en_5cee387bcfad,"Props to Noah Jupe, who plays the onstage Hamlet, simultaneously channeling an actor striving to impress an audience and the dreamy wish of a mourning mother all at once.",True
en,English,audience,NOUN,50,2677,115.125,2636,0.002636,2624,0.003052,1543.166,66.364,high,50,2636,50,True,50,streamed_reservoir_sampling,20260603,634231,en_addc92ab619b,"Showcase your products or services to a local audience, gain exposure and grow your business network.",True
en,English,audience,NOUN,50,2677,115.125,2636,0.002636,2624,0.003052,1543.166,66.364,high,50,2636,50,True,50,streamed_reservoir_sampling,20260603,637885,en_8919348770b5,"Since the series takes place 157 years after The Pillars Of The Earth, audiences get to see the final product of what Tom Builder helped begin.",True
en,English,audience,NOUN,50,2677,115.125,2636,0.002636,2624,0.003052,1543.166,66.364,high,50,2636,50,True,50,streamed_reservoir_sampling,20260603,686631,en_3c926ef3ce53,The 2019 Christmas episode had an overnight audience of 11.6 million.,True
en,English,audience,NOUN,50,2677,115.125,2636,0.002636,2624,0.003052,1543.166,66.364,high,50,2636,50,True,50,streamed_reservoir_sampling,20260603,689147,en_9cd3647f589f,"The 85-year old actor, best known for Fawlty Towers, will take audiences behind the scenes of his European tour in John Cleese Packs It In.",True
en,English,audience,NOUN,50,2677,115.125,2636,0.002636,2624,0.003052,1543.166,66.364,high,50,2636,50,True,50,streamed_reservoir_sampling,20260603,693203,en_b184eeb8533b,"The anime was pretty popular but received a mixed reaction from its audience, with long-time fans and new fans at loggerheads over its quality.",True
en,English,audience,NOUN,50,2677,115.125,2636,0.002636,2624,0.003052,1543.166,66.364,high,50,2636,50,True,50,streamed_reservoir_sampling,20260603,735768,en_4817634c89ca,"The first entry had a great audience score, 91%.",True
en,English,audience,NOUN,50,2677,115.125,2636,0.002636,2624,0.003052,1543.166,66.364,high,50,2636,50,True,50,streamed_reservoir_sampling,20260603,774074,en_ffb1938ae3ff,"“The No. 1 thing that we’re seeing is everyone is taking a multi-platform approach now, leaning into YouTube Shorts, leaning into Instagram, leaning into other ways to keep their audience with them and engage in different ways,” Sutton said.",True
en,English,audience,NOUN,50,2677,115.125,2636,0.002636,2624,0.003052,1543.166,66.364,high,50,2636,50,True,50,streamed_reservoir_sampling,20260603,804990,en_a922de005c5e,"The return of Stuart and company will bring in viewers at the start, but will it sustain an audience?",True
en,English,audience,NOUN,50,2677,115.125,2636,0.002636,2624,0.003052,1543.166,66.364,high,50,2636,50,True,50,streamed_reservoir_sampling,20260603,816717,en_a1bde0b7e82f,"The sequel's success, driven by strong audience recommendations, is a significant boost for the exhibition industry as it heads into the holiday season.",True
en,English,audience,NOUN,50,2677,115.125,2636,0.002636,2624,0.003052,1543.166,66.364,high,50,2636,50,True,50,streamed_reservoir_sampling,20260603,817011,en_e37bf95e9950,"The series currently sits at a perfect 100% rating from critics on Rotten Tomatoes, and a nearly flawless 97% on the audience-driven Popcornmeter.",True
en,English,audience,NOUN,50,2677,115.125,2636,0.002636,2624,0.003052,1543.166,66.364,high,50,2636,50,True,50,streamed_reservoir_sampling,20260603,819759,en_301d1af1d773,"The show began airing in 2000 on WLNE-TV in Rhode Island and gained national syndication in 2018, reaching audiences across the United States.",True
en,English,audience,NOUN,50,2677,115.125,2636,0.002636,2624,0.003052,1543.166,66.364,high,50,2636,50,True,50,streamed_reservoir_sampling,20260603,821773,en_5345739d900f,"The soap's audience has been gripped by Frankie's storyline, which includes suffering abuse from her brother JJ and delving into drug dealing.",True
en,English,audience,NOUN,50,2677,115.125,2636,0.002636,2624,0.003052,1543.166,66.364,high,50,2636,50,True,50,streamed_reservoir_sampling,20260603,865244,en_c14a3e3a39f7,"This festive concert experience blends beloved holiday classics reimagined, lively seasonal originals, and joyful surprises that will invite the audience to clap along and celebrate the season together.",True
en,English,audience,NOUN,50,2677,115.125,2636,0.002636,2624,0.003052,1543.166,66.364,high,50,2636,50,True,50,streamed_reservoir_sampling,20260603,875648,en_ad36e2cc99f3,"This movie actually has a lot of dry humor, which helps to give the audience a break from the constant slapstick.",True
en,English,audience,NOUN,50,2677,115.125,2636,0.002636,2624,0.003052,1543.166,66.364,high,50,2636,50,True,50,streamed_reservoir_sampling,20260603,882820,en_66aec7f0d951,"This weekend, audiences will get the chance to see the latest King adaptation to land in theaters.",True
en,English,audience,NOUN,50,2677,115.125,2636,0.002636,2624,0.003052,1543.166,66.364,high,50,2636,50,True,50,streamed_reservoir_sampling,20260603,924264,en_62fc2e0ca627,"“We apologise to the audience who have been looking forward to this event, and sincerely thank you for your understanding and support,” the statement said.",True
en,English,audience,NOUN,50,2677,115.125,2636,0.002636,2624,0.003052,1543.166,66.364,high,50,2636,50,True,50,streamed_reservoir_sampling,20260603,939615,en_865ab24d6e3a,"“We’re giving it our all and we’re trying to tell a Frank Castle story that we’re going to turn our back on the audience — it’s not going to be easy, it’s not going to be light.”",True
en,English,audience,NOUN,50,2677,115.125,2636,0.002636,2624,0.003052,1543.166,66.364,high,50,2636,50,True,50,streamed_reservoir_sampling,20260603,942440,en_ae081bde0468,"Western audiences, by contrast, often see POWs through the lens of honor and sacrifice — like John McCain, who was lionized for his resilience during his years in captivity.",True
en,English,audience,NOUN,50,2677,115.125,2636,0.002636,2624,0.003052,1543.166,66.364,high,50,2636,50,True,50,streamed_reservoir_sampling,20260603,949169,en_0ffb1ea6325f,What does it feel like to be educating a much larger audience of mostly strangers?,True
